Tweet,id,time,impressions,engagements,engagement rate,retweets,replies,likes,user profile clicks,url clicks,hashtag clicks,detail expands,permalink clicks,app opens,app installs,follows,email tweet,dial phone,media views,media engagements,time_utc,time_ist,date_ist,hour_ist,day_of_week,day_of_month,TweetWordCount,TweetCharCount,TweetCategory,user_profile_id,time_utc,time_ist,date_ist,hour_ist,day_of_week,day_of_month,TweetWordCount,TweetCharCount,TweetCategory,user_profile_id
porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum #vel,9901280538939000,2020-09-09 18:01 +0000,104.0,4.0,0.038461538,0.0,1,2.0,0.0,0,0,1,0,0,0,0,0,0,0.0,0.0,2020-09-09 18:01:00+00:00,2020-09-09 23:31:00+00:00,2020-09-09,23,Wednesday,9,23,138,Other,9901280538939000,2020-09-09 18:01:00+00:00,2020-09-09 23:31:00+00:00,2020-09-09,23,Wednesday,9,23,138,Other,9901280538939000
sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit #integer,29683168541551,2020-09-09 16:27 +0000,135.0,5.0,0.037037037,0.0,1,3.0,0.0,0,0,0,0,0,0,0,0,0,22.0,1.0,2020-09-09 16:27:00+00:00,2020-09-09 21:57:00+00:00,2020-09-09,21,Wednesday,9,26,195,Media,29683168541551,2020-09-09 16:27:00+00:00,2020-09-09 21:57:00+00:00,2020-09-09,21,Wednesday,9,26,195,Media,29683168541551
ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget #sollicitudin,1679497185142640,2020-09-09 16:13 +0000,191.0,4.0,0.020942408,0.0,0,1.0,0.0,0,0,3,0,0,0,0,0,0,25.0,0.0,2020-09-09 16:13:00+00:00,2020-09-09 21:43:00+00:00,2020-09-09,21,Wednesday,9,25,192,Media,1679497185142640,2020-09-09 16:13:00+00:00,2020-09-09 21:43:00+00:00,2020-09-09,21,Wednesday,9,25,192,Media,1679497185142640
sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id #odio,9173425136502530,2020-09-09 16:08 +0000,248.0,8.0,0.032258065,0.0,1,2.0,0.0,0,0,5,0,0,0,0,0,0,0.0,0.0,2020-09-09 16:08:00+00:00,2020-09-09 21:38:00+00:00,2020-09-09,21,Wednesday,9,27,179,Other,9173425136502530,2020-09-09 16:08:00+00:00,2020-09-09 21:38:00+00:00,2020-09-09,21,Wednesday,9,27,179,Other,9173425136502530
felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero #morbi,7739567288756280,2020-09-09 16:03 +0000,2187.0,92.0,0.042066758,1.0,0,9.0,9.0,49,0,24,0,0,0,0,0,0,0.0,0.0,2020-09-09 16:03:00+00:00,2020-09-09 21:33:00+00:00,2020-09-09,21,Wednesday,9,36,217,Links,7739567288756280,2020-09-09 16:03:00+00:00,2020-09-09 21:33:00+00:00,2020-09-09,21,Wednesday,9,36,217,Links,7739567288756280
libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus #commodo,5104024169933450,2020-09-09 15:52 +0000,60.0,1.0,0.016666667,0.0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,10.0,0.0,2020-09-09 15:52:00+00:00,2020-09-09 21:22:00+00:00,2020-09-09,21,Wednesday,9,32,219,Media,5104024169933450,2020-09-09 15:52:00+00:00,2020-09-09 21:22:00+00:00,2020-09-09,21,Wednesday,9,32,219,Media,5104024169933450
leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac #pellentesque,7189583522378680,2020-09-09 14:01 +0000,562.0,8.0,0.014234875,0.0,0,3.0,0.0,0,0,4,0,0,0,0,0,0,70.0,1.0,2020-09-09 14:01:00+00:00,2020-09-09 19:31:00+00:00,2020-09-09,19,Wednesday,9,24,151,Media,7189583522378680,2020-09-09 14:01:00+00:00,2020-09-09 19:31:00+00:00,2020-09-09,19,Wednesday,9,24,151,Media,7189583522378680
malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non #libero,7220645807499040,2020-09-09 13:41 +0000,355.0,48.0,0.135211268,0.0,1,3.0,0.0,1,0,8,0,0,0,0,0,0,35.0,35.0,2020-09-09 13:41:00+00:00,2020-09-09 19:11:00+00:00,2020-09-09,19,Wednesday,9,24,164,Media,7220645807499040,2020-09-09 13:41:00+00:00,2020-09-09 19:11:00+00:00,2020-09-09,19,Wednesday,9,24,164,Media,7220645807499040
hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam #ornare,9685990403299490,2020-09-09 13:11 +0000,391.0,5.0,0.012787724,0.0,2,1.0,0.0,0,0,2,0,0,0,0,0,0,0.0,0.0,2020-09-09 13:11:00+00:00,2020-09-09 18:41:00+00:00,2020-09-09,18,Wednesday,9,24,168,Other,9685990403299490,2020-09-09 13:11:00+00:00,2020-09-09 18:41:00+00:00,2020-09-09,18,Wednesday,9,24,168,Other,9685990403299490
semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio #felis,7793827450705950,2020-09-09 12:48 +0000,306.0,4.0,0.013071895,0.0,0,3.0,0.0,0,0,0,0,0,0,0,0,0,50.0,1.0,2020-09-09 12:48:00+00:00,2020-09-09 18:18:00+00:00,2020-09-09,18,Wednesday,9,34,194,Media,7793827450705950,2020-09-09 12:48:00+00:00,2020-09-09 18:18:00+00:00,2020-09-09,18,Wednesday,9,34,194,Media,7793827450705950
ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum #nascetur,8148880094046910,2020-09-09 11:25 +0000,1009.0,156.0,0.154608523,0.0,0,9.0,0.0,1,0,17,0,0,0,0,0,0,129.0,129.0,2020-09-09 11:25:00+00:00,2020-09-09 16:55:00+00:00,2020-09-09,16,Wednesday,9,28,179,Media,8148880094046910,2020-09-09 11:25:00+00:00,2020-09-09 16:55:00+00:00,2020-09-09,16,Wednesday,9,28,179,Media,8148880094046910
ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae #ridiculus,3248016438469470,2020-09-09 01:10 +0000,289.0,5.0,0.017301038,0.0,2,3.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,2020-09-09 01:10:00+00:00,2020-09-09 06:40:00+00:00,2020-09-09,6,Wednesday,9,29,193,Other,3248016438469470,2020-09-09 01:10:00+00:00,2020-09-09 06:40:00+00:00,2020-09-09,6,Wednesday,9,29,193,Other,3248016438469470
consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus #ligula,681905619316455,2020-09-08 21:29 +0000,185.0,1.0,0.005405405,0.0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,2020-09-08 21:29:00+00:00,2020-09-09 02:59:00+00:00,2020-09-09,2,Wednesday,9,33,227,Other,681905619316455,2020-09-08 21:29:00+00:00,2020-09-09 02:59:00+00:00,2020-09-09,2,Wednesday,9,33,227,Other,681905619316455
sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper #massa,3305749316394540,2020-09-08 13:15 +0000,40.0,2.0,0.05,0.0,0,1.0,0.0,0,0,1,0,0,0,0,0,0,0.0,0.0,2020-09-08 13:15:00+00:00,2020-09-08 18:45:00+00:00,2020-09-08,18,Tuesday,8,31,183,Other,3305749316394540,2020-09-08 13:15:00+00:00,2020-09-08 18:45:00+00:00,2020-09-08,18,Tuesday,8,31,183,Other,3305749316394540
aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla #sapien,1944639364658710,2020-09-08 13:12 +0000,39.0,4.0,0.102564103,0.0,1,1.0,0.0,0,0,2,0,0,0,0,0,0,0.0,0.0,2020-09-08 13:12:00+00:00,2020-09-08 18:42:00+00:00,2020-09-08,18,Tuesday,8,33,213,Other,1944639364658710,2020-09-08 13:12:00+00:00,2020-09-08 18:42:00+00:00,2020-09-08,18,Tuesday,8,33,213,Other,1944639364658710
ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum #posuere,8973730548083320,2020-09-08 13:09 +0000,35.0,3.0,0.085714286,0.0,1,0.0,0.0,0,0,2,0,0,0,0,0,0,0.0,0.0,2020-09-08 13:09:00+00:00,2020-09-08 18:39:00+00:00,2020-09-08,18,Tuesday,8,16,107,Other,8973730548083320,2020-09-08 13:09:00+00:00,2020-09-08 18:39:00+00:00,2020-09-08,18,Tuesday,8,16,107,Other,8973730548083320
leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien #eget,3608391875581140,2020-09-08 12:33 +0000,379.0,5.0,0.013192612,0.0,1,2.0,0.0,0,0,2,0,0,0,0,0,0,0.0,0.0,2020-09-08 12:33:00+00:00,2020-09-08 18:03:00+00:00,2020-09-08,18,Tuesday,8,33,214,Other,3608391875581140,2020-09-08 12:33:00+00:00,2020-09-08 18:03:00+00:00,2020-09-08,18,Tuesday,8,33,214,Other,3608391875581140
in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam #imperdiet,7342506331945950,2020-09-08 12:31 +0000,64.0,3.0,0.046875,0.0,1,1.0,0.0,0,0,1,0,0,0,0,0,0,0.0,0.0,2020-09-08 12:31:00+00:00,2020-09-08 18:01:00+00:00,2020-09-08,18,Tuesday,8,36,254,Other,7342506331945950,2020-09-08 12:31:00+00:00,2020-09-08 18:01:00+00:00,2020-09-08,18,Tuesday,8,36,254,Other,7342506331945950
ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit #sed,6300608628956590,2020-09-08 12:30 +0000,112.0,3.0,0.026785714,0.0,1,1.0,0.0,0,0,0,0,0,0,0,0,0,12.0,1.0,2020-09-08 12:30:00+00:00,2020-09-08 18:00:00+00:00,2020-09-08,18,Tuesday,8,20,117,Media,6300608628956590,2020-09-08 12:30:00+00:00,2020-09-08 18:00:00+00:00,2020-09-08,18,Tuesday,8,20,117,Media,6300608628956590
vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra #aenean,7635855939599120,2020-09-08 12:23 +0000,760.0,14.0,0.018421053,0.0,1,3.0,0.0,1,0,1,0,0,0,0,0,0,8.0,8.0,2020-09-08 12:23:00+00:00,2020-09-08 17:53:00+00:00,2020-09-08,17,Tuesday,8,16,112,Media,7635855939599120,2020-09-08 12:23:00+00:00,2020-09-08 17:53:00+00:00,2020-09-08,17,Tuesday,8,16,112,Media,7635855939599120
est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl #elementum,2387443550284350,2020-09-08 12:22 +0000,68.0,5.0,0.073529412,0.0,1,1.0,0.0,0,0,3,0,0,0,0,0,0,0.0,0.0,2020-09-08 12:22:00+00:00,2020-09-08 17:52:00+00:00,2020-09-08,17,Tuesday,8,29,188,Other,2387443550284350,2020-09-08 12:22:00+00:00,2020-09-08 17:52:00+00:00,2020-09-08,17,Tuesday,8,29,188,Other,2387443550284350
in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus #odio,638507616615913,2020-09-08 01:06 +0000,186.0,5.0,0.02688172,0.0,1,1.0,0.0,1,0,0,0,0,0,0,0,0,66.0,2.0,2020-09-08 01:06:00+00:00,2020-09-08 06:36:00+00:00,2020-09-08,6,Tuesday,8,29,187,Media,638507616615913,2020-09-08 01:06:00+00:00,2020-09-08 06:36:00+00:00,2020-09-08,6,Tuesday,8,29,187,Media,638507616615913
fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus #proin,8631748740581270,2020-09-08 00:29 +0000,284.0,17.0,0.059859155,1.0,0,3.0,0.0,0,0,0,0,0,0,0,0,0,13.0,13.0,2020-09-08 00:29:00+00:00,2020-09-08 05:59:00+00:00,2020-09-08,5,Tuesday,8,30,205,Media,8631748740581270,2020-09-08 00:29:00+00:00,2020-09-08 05:59:00+00:00,2020-09-08,5,Tuesday,8,30,205,Media,8631748740581270
faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis #nam,2167225819385410,2020-09-07 16:32 +0000,358.0,45.0,0.125698324,0.0,0,3.0,0.0,1,0,0,0,0,0,0,0,0,41.0,41.0,2020-09-07 16:32:00+00:00,2020-09-07 22:02:00+00:00,2020-09-07,22,Monday,7,16,112,Media,2167225819385410,2020-09-07 16:32:00+00:00,2020-09-07 22:02:00+00:00,2020-09-07,22,Monday,7,16,112,Media,2167225819385410
congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in #etiam,8597040029840010,2020-09-06 20:56 +0000,759.0,9.0,0.011857708,0.0,0,1.0,2.0,0,0,3,0,0,0,0,0,0,227.0,3.0,2020-09-06 20:56:00+00:00,2020-09-07 02:26:00+00:00,2020-09-07,2,Monday,7,25,146,Media,8597040029840010,2020-09-06 20:56:00+00:00,2020-09-07 02:26:00+00:00,2020-09-07,2,Monday,7,25,146,Media,8597040029840010
eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices #odio,1967988304838520,2020-09-06 15:16 +0000,129.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,2020-09-06 15:16:00+00:00,2020-09-06 20:46:00+00:00,2020-09-06,20,Sunday,6,25,163,Other,1967988304838520,2020-09-06 15:16:00+00:00,2020-09-06 20:46:00+00:00,2020-09-06,20,Sunday,6,25,163,Other,1967988304838520
vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper #tortor,9692170492716910,2020-09-06 11:45 +0000,238.0,16.0,0.067226891,0.0,1,1.0,0.0,8,0,6,0,0,0,0,0,0,0.0,0.0,2020-09-06 11:45:00+00:00,2020-09-06 17:15:00+00:00,2020-09-06,17,Sunday,6,28,184,Links,9692170492716910,2020-09-06 11:45:00+00:00,2020-09-06 17:15:00+00:00,2020-09-06,17,Sunday,6,28,184,Links,9692170492716910
et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id #felis,2063614892606330,2020-09-05 23:06 +0000,1162.0,36.0,0.030981067,0.0,2,1.0,4.0,0,0,29,0,0,0,0,0,0,0.0,0.0,2020-09-05 23:06:00+00:00,2020-09-06 04:36:00+00:00,2020-09-06,4,Sunday,6,26,182,Other,2063614892606330,2020-09-05 23:06:00+00:00,2020-09-06 04:36:00+00:00,2020-09-06,4,Sunday,6,26,182,Other,2063614892606330
eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam #lorem,5154555807961350,2020-09-05 22:17 +0000,858.0,38.0,0.044289044,0.0,2,4.0,5.0,0,0,27,0,0,0,0,0,0,0.0,0.0,2020-09-05 22:17:00+00:00,2020-09-06 03:47:00+00:00,2020-09-06,3,Sunday,6,17,110,Other,5154555807961350,2020-09-05 22:17:00+00:00,2020-09-06 03:47:00+00:00,2020-09-06,3,Sunday,6,17,110,Other,5154555807961350
porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis #auctor,7306966764588620,2020-09-04 22:11 +0000,300.0,11.0,0.036666667,0.0,2,8.0,0.0,0,0,1,0,0,0,0,0,0,0.0,0.0,2020-09-04 22:11:00+00:00,2020-09-05 03:41:00+00:00,2020-09-05,3,Saturday,5,32,206,Other,7306966764588620,2020-09-04 22:11:00+00:00,2020-09-05 03:41:00+00:00,2020-09-05,3,Saturday,5,32,206,Other,7306966764588620
lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut #integer,5139475260650060,2020-09-04 19:13 +0000,115.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,2020-09-04 19:13:00+00:00,2020-09-05 00:43:00+00:00,2020-09-05,0,Saturday,5,30,185,Other,5139475260650060,2020-09-04 19:13:00+00:00,2020-09-05 00:43:00+00:00,2020-09-05,0,Saturday,5,30,185,Other,5139475260650060
morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et #ultrices,1432359369389730,2020-09-04 18:52 +0000,497.0,3.0,0.006036217,0.0,0,2.0,0.0,0,0,0,0,0,0,0,0,0,74.0,1.0,2020-09-04 18:52:00+00:00,2020-09-05 00:22:00+00:00,2020-09-05,0,Saturday,5,31,207,Media,1432359369389730,2020-09-04 18:52:00+00:00,2020-09-05 00:22:00+00:00,2020-09-05,0,Saturday,5,31,207,Media,1432359369389730
elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus #posuere,7042459086451460,2020-09-04 16:57 +0000,969.0,63.0,0.06501548,0.0,2,13.0,4.0,0,0,44,0,0,0,0,0,0,0.0,0.0,2020-09-04 16:57:00+00:00,2020-09-04 22:27:00+00:00,2020-09-04,22,Friday,4,24,152,Other,7042459086451460,2020-09-04 16:57:00+00:00,2020-09-04 22:27:00+00:00,2020-09-04,22,Friday,4,24,152,Other,7042459086451460
nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor #massa,9715620720987860,2020-09-04 16:32 +0000,642.0,20.0,0.031152648,0.0,0,7.0,1.0,2,0,7,0,0,0,0,0,0,89.0,3.0,2020-09-04 16:32:00+00:00,2020-09-04 22:02:00+00:00,2020-09-04,22,Friday,4,30,170,Media,9715620720987860,2020-09-04 16:32:00+00:00,2020-09-04 22:02:00+00:00,2020-09-04,22,Friday,4,30,170,Media,9715620720987860
imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea #integer,2408756236961900,2020-09-04 13:34 +0000,589.0,7.0,0.01188455,0.0,0,4.0,2.0,0,0,0,0,0,0,0,0,0,97.0,1.0,2020-09-04 13:34:00+00:00,2020-09-04 19:04:00+00:00,2020-09-04,19,Friday,4,27,173,Media,2408756236961900,2020-09-04 13:34:00+00:00,2020-09-04 19:04:00+00:00,2020-09-04,19,Friday,4,27,173,Media,2408756236961900
congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla #aliquet,3733812907497020,2020-09-04 13:10 +0000,597.0,14.0,0.023450586,0.0,0,8.0,0.0,0,0,3,0,0,0,0,0,0,78.0,3.0,2020-09-04 13:10:00+00:00,2020-09-04 18:40:00+00:00,2020-09-04,18,Friday,4,25,175,Media,3733812907497020,2020-09-04 13:10:00+00:00,2020-09-04 18:40:00+00:00,2020-09-04,18,Friday,4,25,175,Media,3733812907497020
diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros #eu,2446342544373960,2020-09-03 23:53 +0000,283.0,8.0,0.028268551,0.0,3,1.0,0.0,0,0,4,0,0,0,0,0,0,0.0,0.0,2020-09-03 23:53:00+00:00,2020-09-04 05:23:00+00:00,2020-09-04,5,Friday,4,24,155,Other,2446342544373960,2020-09-03 23:53:00+00:00,2020-09-04 05:23:00+00:00,2020-09-04,5,Friday,4,24,155,Other,2446342544373960
platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer #duis,5449944294215070,2020-09-03 18:13 +0000,122.0,4.0,0.032786885,0.0,1,2.0,0.0,0,0,1,0,0,0,0,0,0,0.0,0.0,2020-09-03 18:13:00+00:00,2020-09-03 23:43:00+00:00,2020-09-03,23,Thursday,3,34,237,Other,5449944294215070,2020-09-03 18:13:00+00:00,2020-09-03 23:43:00+00:00,2020-09-03,23,Thursday,3,34,237,Other,5449944294215070
ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum #ut,6258750181023350,2020-09-03 12:36 +0000,37.0,1.0,0.027027027,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,2020-09-03 12:36:00+00:00,2020-09-03 18:06:00+00:00,2020-09-03,18,Thursday,3,28,173,Other,6258750181023350,2020-09-03 12:36:00+00:00,2020-09-03 18:06:00+00:00,2020-09-03,18,Thursday,3,28,173,Other,6258750181023350
lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis #praesent,8334075952232350,2020-09-03 10:39 +0000,359.0,6.0,0.016713092,0.0,1,1.0,2.0,0,0,2,0,0,0,0,0,0,0.0,0.0,2020-09-03 10:39:00+00:00,2020-09-03 16:09:00+00:00,2020-09-03,16,Thursday,3,31,213,Other,8334075952232350,2020-09-03 10:39:00+00:00,2020-09-03 16:09:00+00:00,2020-09-03,16,Thursday,3,31,213,Other,8334075952232350
nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat #enim,7637858117226900,2020-09-03 03:17 +0000,400.0,4.0,0.01,0.0,1,1.0,0.0,0,1,0,0,0,0,0,0,0,75.0,1.0,2020-09-03 03:17:00+00:00,2020-09-03 08:47:00+00:00,2020-09-03,8,Thursday,3,21,139,Media,7637858117226900,2020-09-03 03:17:00+00:00,2020-09-03 08:47:00+00:00,2020-09-03,8,Thursday,3,21,139,Media,7637858117226900
nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus #amet,9373379085046930,2020-09-02 19:51 +0000,586.0,5.0,0.008532423,0.0,0,3.0,1.0,0,0,1,0,0,0,0,0,0,0.0,0.0,2020-09-02 19:51:00+00:00,2020-09-03 01:21:00+00:00,2020-09-03,1,Thursday,3,30,179,Other,9373379085046930,2020-09-02 19:51:00+00:00,2020-09-03 01:21:00+00:00,2020-09-03,1,Thursday,3,30,179,Other,9373379085046930
nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus #montes,3448063856376960,2020-09-02 19:22 +0000,1229.0,38.0,0.030919447,0.0,1,28.0,2.0,0,0,7,0,0,0,0,0,0,0.0,0.0,2020-09-02 19:22:00+00:00,2020-09-03 00:52:00+00:00,2020-09-03,0,Thursday,3,20,125,Other,3448063856376960,2020-09-02 19:22:00+00:00,2020-09-03 00:52:00+00:00,2020-09-03,0,Thursday,3,20,125,Other,3448063856376960
vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum #integer,663151287080345,2020-09-02 14:52 +0000,1224.0,11.0,0.008986928,0.0,1,2.0,0.0,0,0,8,0,0,0,0,0,0,0.0,0.0,2020-09-02 14:52:00+00:00,2020-09-02 20:22:00+00:00,2020-09-02,20,Wednesday,2,31,205,Other,663151287080345,2020-09-02 14:52:00+00:00,2020-09-02 20:22:00+00:00,2020-09-02,20,Wednesday,2,31,205,Other,663151287080345
ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit #proin,692926331780116,2020-09-02 12:11 +0000,826.0,15.0,0.018159806,0.0,0,6.0,1.0,0,0,4,0,0,0,0,0,0,154.0,4.0,2020-09-02 12:11:00+00:00,2020-09-02 17:41:00+00:00,2020-09-02,17,Wednesday,2,22,144,Media,692926331780116,2020-09-02 12:11:00+00:00,2020-09-02 17:41:00+00:00,2020-09-02,17,Wednesday,2,22,144,Media,692926331780116
suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi #blandit,5843085594146000,2020-09-02 01:36 +0000,124.0,4.0,0.032258065,0.0,1,3.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,2020-09-02 01:36:00+00:00,2020-09-02 07:06:00+00:00,2020-09-02,7,Wednesday,2,32,204,Other,5843085594146000,2020-09-02 01:36:00+00:00,2020-09-02 07:06:00+00:00,2020-09-02,7,Wednesday,2,32,204,Other,5843085594146000
ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor #nisl,9917944088416150,2020-09-01 19:08 +0000,241.0,5.0,0.020746888,0.0,0,1.0,0.0,0,0,1,0,0,0,0,0,0,69.0,3.0,2020-09-01 19:08:00+00:00,2020-09-02 00:38:00+00:00,2020-09-02,0,Wednesday,2,20,123,Media,9917944088416150,2020-09-01 19:08:00+00:00,2020-09-02 00:38:00+00:00,2020-09-02,0,Wednesday,2,20,123,Media,9917944088416150
cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis #egestas,4349404565397860,2020-09-01 18:10 +0000,79.0,4.0,0.050632911,0.0,1,0.0,0.0,0,0,3,0,0,0,0,0,0,0.0,0.0,2020-09-01 18:10:00+00:00,2020-09-01 23:40:00+00:00,2020-09-01,23,Tuesday,1,23,166,Other,4349404565397860,2020-09-01 18:10:00+00:00,2020-09-01 23:40:00+00:00,2020-09-01,23,Tuesday,1,23,166,Other,4349404565397860
nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis #mauris,267680049519484,2020-09-01 17:51 +0000,373.0,11.0,0.029490617,1.0,0,6.0,3.0,0,0,1,0,0,0,0,0,0,0.0,0.0,2020-09-01 17:51:00+00:00,2020-09-01 23:21:00+00:00,2020-09-01,23,Tuesday,1,33,232,Other,267680049519484,2020-09-01 17:51:00+00:00,2020-09-01 23:21:00+00:00,2020-09-01,23,Tuesday,1,33,232,Other,267680049519484
